"","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"1484","No","Yes","Yes",51,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","One year","Yes","Credit card (automatic)",69.75,3562.5,"No"
"5571","No","Yes","Yes",37,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",95.15,3532.85,"No"
"2582","No","No","No",10,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",20,198.7,"No"
"4136","No","Yes","Yes",36,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",92.9,3379.25,"No"
"1039","No","Yes","No",56,"Yes","No","Fiber optic","No","No","No","No","No","Yes","One year","Yes","Electronic check",80.9,4557.5,"No"
"1430","No","Yes","Yes",45,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",24.45,1088.25,"No"
"140","Yes","Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.45,70.45,"Yes"
"1940","No","No","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",21.05,21.05,"No"
"2436","No","No","Yes",14,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",59.8,824.85,"No"
"641","No","Yes","Yes",68,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",25.4,1620.2,"No"
"6171","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",19.4,19.4,"No"
"54","Yes","Yes","No",8,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.65,633.3,"Yes"
"5712","Yes","Yes","No",20,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",90.8,1951,"Yes"
"4739","No","No","No",5,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",104.1,541.9,"Yes"
"2951","No","No","No",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",20.2,55.7,"No"
"5500","Yes","No","No",15,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.4,1156.1,"Yes"
"2755","No","No","No",3,"No","No","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",41.35,107.25,"No"
"3007","Yes","No","No",14,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,1036.75,"Yes"
"4897","No","No","No",24,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",49.7,1167.8,"No"
"947","No","Yes","Yes",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.5,77.6,"No"
"3067","No","No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75.75,777.3,"No"
"6311","No","No","No",60,"No","No","DSL","Yes","No","Yes","No","No","Yes","One year","Yes","Electronic check",44.45,2773.9,"No"
"1953","No","Yes","Yes",20,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.5,1916.2,"No"
"2635","No","Yes","No",1,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",84.8,84.8,"Yes"
"242","No","No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",109.2,7878.3,"No"
"1433","No","No","No",35,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",20.75,739.9,"No"
"607","No","Yes","Yes",38,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",81,3084.9,"No"
"2135","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.15,20.15,"No"
"3864","No","Yes","No",17,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",102.55,1742.5,"No"
"2498","No","Yes","No",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.6,93.45,"No"
"424","No","Yes","Yes",44,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Mailed check",25.7,1110.5,"No"
"4035","No","Yes","Yes",8,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",44.65,369.15,"No"
"6844","No","Yes","No",9,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",91.75,865.8,"Yes"
"5090","No","Yes","Yes",8,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",54.4,475.1,"No"
"6307","No","No","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",116.3,8309.55,"No"
"77","No","No","No",46,"Yes","No","DSL","No","No","No","No","No","Yes","One year","No","Credit card (automatic)",55.65,2688.85,"No"
"2484","Yes","Yes","Yes",46,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",100.7,4541.2,"Yes"
"5708","No","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.55,84.4,"No"
"2927","No","Yes","No",69,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",116,8182.85,"No"
"5831","No","No","Yes",30,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",25.35,723.3,"No"
"2902","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Two year","Yes","Electronic check",95.1,6843.15,"No"
"721","No","Yes","Yes",2,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.2,34.75,"No"
"3284","No","Yes","Yes",69,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",20.35,1442.65,"No"
"1405","No","No","No",35,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",23.3,797.1,"No"
"4249","No","Yes","No",56,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",90.55,5116.6,"No"
"4604","No","Yes","No",3,"No","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",35.1,101.1,"No"
"5878","No","No","No",53,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",106.95,5785.5,"Yes"
"2747","No","Yes","Yes",31,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",21,697.7,"No"
"2354","No","No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.35,253.8,"No"
"5282","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Credit card (automatic)",66.75,4760.3,"No"
"6757","Yes","Yes","No",22,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.75,1938.9,"No"
"4044","Yes","Yes","No",59,"No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",64.05,3886.85,"No"
"1946","No","Yes","Yes",71,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.5,1500.95,"No"
"6608","No","No","Yes",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.3,25.3,"Yes"
"5485","No","Yes","Yes",69,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check",99.35,6856.45,"No"
"6827","No","No","No",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",20.7,83.75,"No"
"88","No","Yes","Yes",48,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.65,1057,"No"
"662","No","No","No",10,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.25,428.7,"No"
"4955","No","No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.85,90.85,"Yes"
"2612","No","Yes","No",10,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,738.2,"Yes"
"2349","No","Yes","Yes",61,"No","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",33.6,2117.2,"No"
"2526","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Credit card (automatic)",97.75,6991.6,"No"
"3876","Yes","Yes","Yes",41,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",111.95,4534.9,"Yes"
"1067","No","Yes","No",47,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.65,973.1,"No"
"4894","No","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.65,74.9,"Yes"
"5355","No","No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.35,89.35,"No"
"4659","No","No","No",8,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.45,369.3,"No"
"2936","No","Yes","No",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",86.1,6045.9,"No"
"1487","No","No","No",2,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",55.05,102.75,"Yes"
"3893","No","No","No",17,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",19.7,340.35,"No"
"5489","Yes","Yes","No",45,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",98.7,4525.8,"No"
"5719","No","No","No",6,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",80.5,463.05,"Yes"
"305","No","No","Yes",38,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",81.85,3141.7,"No"
"2231","No","Yes","Yes",45,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.35,929.2,"No"
"4699","Yes","Yes","No",66,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.55,5265.1,"Yes"
"3193","No","No","No",58,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",19.15,1035.5,"No"
"1776","Yes","No","No",65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",109.05,7108.2,"No"
"2345","Yes","No","No",14,"No","No","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Mailed check",39.7,692.35,"No"
"161","No","No","Yes",13,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",56,764.55,"No"
"4944","No","Yes","No",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",84.4,5969.3,"No"
"181","No","No","No",1,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",29.95,29.95,"Yes"
"3797","No","No","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.1,679.55,"Yes"
"6445","No","No","Yes",31,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Mailed check",79.45,2587.7,"Yes"
"1821","No","Yes","No",6,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.65,323.45,"No"
"5741","No","Yes","Yes",69,"No","No","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Mailed check",39.1,2779.5,"No"
"4822","No","Yes","No",56,"No","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",54.05,2959.8,"No"
"3535","No","No","Yes",46,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.2,4822.85,"Yes"
"804","No","Yes","No",46,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",64.2,3009.5,"No"
"5063","No","Yes","No",39,"No","No","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",55.9,2184.35,"Yes"
"3355","No","No","No",54,"No","No","DSL","Yes","No","No","Yes","No","Yes","One year","No","Bank transfer (automatic)",44.1,2369.7,"No"
"4645","No","No","No",13,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",50.55,610.75,"No"
"164","No","No","No",53,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",73.9,3958.25,"No"
"1492","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.55,19.55,"No"
"4397","Yes","No","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.1,25.1,"Yes"
"4821","No","Yes","No",58,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",84.3,4916.4,"No"
"3041","No","Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.6,7690.9,"Yes"
"5972","No","Yes","Yes",66,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20,1374.2,"No"
"2833","No","Yes","No",40,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","No","One year","No","Credit card (automatic)",70.75,2921.75,"No"
"3378","No","Yes","No",68,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.05,1629.2,"No"
"583","Yes","No","No",4,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.2,346.2,"Yes"
"6084","Yes","Yes","Yes",64,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",24.4,1548.65,"No"
"2336","No","No","No",5,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.8,274.35,"No"
"4482","No","Yes","No",42,"No","No","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",40.15,1626.05,"No"
"6559","No","No","No",16,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",20.25,327.45,"Yes"
"1542","No","No","No",72,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.85,1434.1,"No"
"5935","Yes","Yes","No",26,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",93.85,2381.55,"Yes"
"6882","No","Yes","Yes",32,"No","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",35.15,1051.05,"No"
"6353","No","Yes","No",42,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",94.4,4014.6,"No"
"1080","No","Yes","Yes",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.55,200.2,"No"
"4372","No","Yes","Yes",13,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",24.5,343.6,"No"
"4263","Yes","No","No",2,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",66.4,94.55,"Yes"
"4354","No","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",74.9,74.9,"Yes"
"1928","No","Yes","Yes",47,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",107.35,5118.95,"Yes"
"333","No","No","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",94.9,4422.95,"No"
"3904","No","No","No",53,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",80.6,4348.1,"No"
"241","No","No","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.6,6350.5,"No"
"6928","No","Yes","Yes",5,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",64.4,316.9,"No"
"1736","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.45,8100.55,"No"
"2277","Yes","Yes","No",44,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",104.15,4495.65,"No"
"5341","No","No","No",38,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",84.1,3187.65,"No"
"3928","No","Yes","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",20.55,51.15,"Yes"
"4148","Yes","Yes","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",24.85,1901,"No"
"6166","Yes","No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.65,293.85,"No"
"1321","No","Yes","Yes",32,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Mailed check",94.8,3131.55,"No"
"2363","No","Yes","Yes",49,"No","No","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",39.2,1838.15,"No"
"5851","Yes","No","No",20,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",71.3,1389.2,"Yes"
"5079","No","Yes","Yes",67,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",100.25,6689,"No"
"3435","No","No","No",11,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",54.6,617.85,"No"
"5302","No","Yes","Yes",29,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",89.2,2698.35,"Yes"
"2031","No","No","Yes",2,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",60.95,134.6,"No"
"1469","No","No","No",62,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Bank transfer (automatic)",92.3,5731.45,"No"
"4121","No","Yes","Yes",26,"Yes","No","Fiber optic","No","No","No","No","No","Yes","One year","No","Bank transfer (automatic)",78.95,2034.25,"No"
"1263","No","Yes","No",12,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",51.25,612.1,"No"
"2559","No","No","No",38,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.05,678.2,"No"
"4016","No","No","No",36,"Yes","Yes","DSL","Yes","No","No","No","No","No","One year","No","Mailed check",54.45,1893.5,"No"
"3885","No","Yes","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",88.85,1594.75,"No"
"1043","No","Yes","Yes",14,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.2,1046.5,"No"
"4219","No","No","No",7,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.05,152.95,"No"
"1885","No","No","No",27,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Bank transfer (automatic)",55.45,1477.65,"No"
"2033","No","Yes","No",15,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",88.15,1390.6,"Yes"
"6338","No","Yes","Yes",55,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","No","Mailed check",100.9,5448.6,"No"
"2102","No","Yes","No",37,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","Yes","Electronic check",99.2,3754.6,"Yes"
"1634","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",43.8,43.8,"No"
"6221","No","Yes","Yes",10,"No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",53.7,521,"No"
"155","No","Yes","Yes",6,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.7,113.5,"No"
"3778","No","Yes","Yes",47,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.3,890.5,"No"
"4298","No","No","No",45,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","Two year","No","Mailed check",73.55,3349.1,"No"
"3632","Yes","Yes","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.55,49.55,"Yes"
"314","Yes","Yes","No",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.35,341.6,"No"
"3034","No","Yes","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.8,7553.6,"No"
"505","No","No","Yes",69,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",79.45,5502.55,"No"
"1557","No","No","No",1,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","No","Electronic check",91.7,91.7,"Yes"
"8","No","No","No",10,"No","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",29.75,301.9,"No"
"4062","No","No","No",14,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",50.1,709.5,"No"
"4582","No","No","No",58,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.8,1212.25,"No"
"773","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.9,19.9,"Yes"
"3443","No","No","No",29,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.8,2807.1,"No"
"2066","No","No","No",34,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",85.35,2896.6,"No"
"3896","No","Yes","Yes",56,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",24.15,1402.25,"No"
"2103","No","No","Yes",18,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.55,1406.65,"No"
"4599","No","No","No",18,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",56.25,969.85,"No"
"5968","Yes","No","No",4,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.2,102.5,"Yes"
"2775","No","No","No",6,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",50.05,288.35,"No"
"451","No","No","No",64,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Mailed check",24.7,1642.75,"No"
"5746","No","Yes","Yes",61,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",24.2,1445.2,"No"
"5130","No","No","No",13,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",81.9,1028.9,"No"
"4093","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.25,20.25,"No"
"6968","Yes","No","No",25,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",89.5,2196.15,"Yes"
"6298","No","Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",113.35,7222.75,"No"
"6414","No","Yes","Yes",32,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",91.05,2954.5,"Yes"
"383","Yes","Yes","Yes",72,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",64.8,4732.35,"No"
"4126","No","Yes","No",43,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",86.1,3551.65,"No"
"1561","No","No","Yes",39,"No","No","DSL","Yes","No","No","Yes","Yes","No","One year","No","Bank transfer (automatic)",45.05,1790.6,"No"
"1873","No","Yes","Yes",41,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.7,804.25,"No"
"2207","Yes","Yes","No",57,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.25,5427.05,"Yes"
"1896","No","No","Yes",68,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",86.5,5882.75,"No"
"565","No","No","No",7,"Yes","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)",64.3,445.95,"No"
"3327","Yes","No","No",38,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",70.15,2497.35,"Yes"
"4328","No","No","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.9,497.3,"No"
"6609","No","No","No",22,"Yes","No","DSL","No","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)",55.15,1193.05,"Yes"
"1574","No","Yes","Yes",47,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",96.1,4391.45,"No"
"2545","No","Yes","No",12,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","No","Electronic check",78.85,876.75,"No"
"5122","No","No","No",29,"Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","One year","No","Credit card (automatic)",70.9,1964.6,"No"
"5269","No","Yes","Yes",69,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.9,6194.1,"No"
"2981","No","No","No",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.45,1866.45,"No"
"4378","No","Yes","No",22,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",80,1706.45,"No"
"4383","Yes","No","No",4,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",48.75,179.85,"No"
"4791","Yes","Yes","No",31,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.85,2633.4,"No"
"5922","No","No","No",27,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Mailed check",78.2,2078.95,"No"
"2417","No","No","No",27,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",100.5,2673.45,"No"
"3455","Yes","Yes","Yes",29,"No","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",35.65,1025.15,"No"
"1260","Yes","No","No",46,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",95.25,4424.2,"Yes"
