"","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price","Longitude","Latitude"
"280","Two_Story_1945_and_Older","Residential_Low_Density",144,21384,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","Two_Story","Average","Above_Average",1923,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","Gd","GLQ",3,"Unf",0,15,1324,"GasA","Excellent","Y","SBrkr",1072,504,0,1576,2,0,1,1,3,1,"Good",6,"Typ",1,"Typical","Attchd","RFn",2,528,"Typical","Typical","Paved",0,312,0,0,0,0,"No_Pool","No_Fence","None",0,5,2009,"WD ","Normal",223500,-93.6289369,42.033996
"281","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",55,7264,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_and_Half_Fin","Good","Good",1925,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Good","Good","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,952,952,"GasW","Good","N","SBrkr",952,596,0,1548,0,0,2,1,3,1,"Excellent",5,"Typ",0,"No_Fireplace","Detchd","Unf",2,672,"Typical","Typical","Paved",74,0,0,0,144,0,"No_Pool","No_Fence","None",0,10,2009,"WD ","Normal",205000,-93.6279815,42.0333765
"282","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",51,6120,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_and_Half_Fin","Below_Average","Good",1935,1995,"Gable","CompShg","AsbShng","AsbShng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,884,884,"GasA","Excellent","Y","SBrkr",989,584,0,1573,0,0,1,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Detchd","Unf",1,240,"Typical","Typical","Paved",0,0,54,0,120,0,"No_Pool","No_Fence","None",0,7,2009,"WD ","Normal",133000,-93.623644,42.03246
"283","One_Story_1945_and_Older","Residential_Medium_Density",51,6120,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Brookside","Norm","Norm","OneFam","One_Story","Average","Good",1931,1993,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","BLQ",2,"Unf",0,506,715,"GasA","Typical","Y","FuseA",875,0,0,875,1,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",1,180,"Fair","Typical","Paved",48,0,0,0,0,0,"No_Pool","No_Fence","None",0,11,2009,"WD ","Normal",105000,-93.623629,42.031292
"284","One_Story_1945_and_Older","Residential_Medium_Density",50,8635,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_Story","Average","Average",1925,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Fair","BrkTil","Typical","Typical","No","LwQ",4,"Unf",0,938,1072,"GasA","Typical","Y","SBrkr",1072,0,0,1072,1,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",5,1184,"Fair","Typical","Partial_Pavement",0,0,105,0,0,0,"No_Pool","No_Fence","None",0,8,2009,"WD ","Normal",126500,-93.6213592,42.0310861
"285","Two_Story_1945_and_Older","Residential_Medium_Density",50,2500,"Pave","Paved","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Good","Very_Good",1915,2005,"Gable","CompShg","Stucco","Stucco","None",0,"Good","Typical","PConc","Typical","Typical","No","ALQ",1,"Unf",0,611,910,"GasA","Excellent","Y","SBrkr",916,910,0,1826,1,0,1,1,4,1,"Excellent",7,"Min2",1,"Good","Attchd","Unf",1,164,"Fair","Fair","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",155000,-93.621504,42.027854
"286","Two_Story_1945_and_Older","Residential_Medium_Density",68,9928,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Good","Very_Good",1915,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Good","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,672,672,"GasA","Fair","Y","SBrkr",1272,672,0,1944,0,0,2,0,3,1,"Typical",8,"Min2",0,"No_Fireplace","Detchd","Unf",1,216,"Typical","Typical","Dirt_Gravel",24,28,0,0,0,0,"No_Pool","No_Fence","Shed",400,6,2009,"WD ","Normal",179900,-93.621506,42.027998
"287","Two_and_Half_Story_All_Ages","Residential_Medium_Density",92,5520,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","Two_and_Half_Fin","Above_Average","Above_Average",1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,755,755,"GasA","Excellent","Y","SBrkr",929,929,371,2229,0,0,1,0,5,1,"Typical",8,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",0,198,30,0,0,0,"No_Pool","Minimum_Privacy","None",0,7,2009,"WD ","Abnorml",104000,-93.621635,42.027039
"288","Duplex_All_Styles_and_Ages","Residential_Medium_Density",50,3000,"Pave","Gravel","Regular","Bnk","AllPub","Inside","Gtl","Old_Town","Norm","Norm","Duplex","Two_Story","Average","Very_Poor",1922,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","BrkTil","Typical","Fair","No","Unf",7,"Unf",0,1040,1040,"GasA","Typical","N","SBrkr",1088,1040,0,2128,0,0,2,0,4,2,"Typical",11,"Sev",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",0,56,0,0,0,0,"No_Pool","No_Fence","None",0,9,2009,"WD ","Abnorml",62500,-93.621633,42.026956
"289","Two_Story_1945_and_Older","Residential_Medium_Density",0,5775,"Pave","No_Alley_Access","Moderately_Irregular","Bnk","AllPub","Corner","Mod","Old_Town","Feedr","Norm","OneFam","Two_Story","Above_Average","Good",1915,2002,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,483,483,"GasA","Excellent","Y","SBrkr",741,686,0,1427,0,0,1,0,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd","Unf",1,379,"Typical","Typical","Paved",0,24,112,0,0,0,"No_Pool","No_Fence","None",0,2,2009,"WD ","Normal",123000,-93.621862,42.025796
"290","Duplex_All_Styles_and_Ages","Residential_Low_Density",60,10800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","One_Story","Average","Average",1987,1988,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Typical","CBlock","Good","Good","Gd","GLQ",3,"Unf",0,0,1200,"GasA","Typical","Y","SBrkr",1200,0,0,1200,3,0,3,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",120,0,0,0,0,0,"No_Pool","No_Fence","None",0,3,2009,"WD ","Alloca",179000,-93.658207,42.028101
"291","Duplex_All_Styles_and_Ages","Residential_Low_Density",60,10800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","One_Story","Average","Average",1987,1988,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Good","CBlock","Good","Good","Gd","GLQ",3,"Unf",0,0,1200,"GasA","Typical","Y","SBrkr",1200,0,0,1200,3,0,3,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",120,0,0,0,0,0,"No_Pool","No_Fence","None",0,3,2009,"WD ","Alloca",179000,-93.658173,42.028098
"292","Split_or_Multilevel","Residential_Low_Density",70,12886,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","SLvl","Average","Above_Average",1963,1999,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Good","Typical","Av","ALQ",1,"Unf",0,76,520,"GasA","Excellent","Y","SBrkr",1464,0,0,1464,0,1,2,0,3,1,"Typical",6,"Min2",1,"Typical","Attchd","RFn",2,480,"Typical","Typical","Paved",302,0,0,0,100,0,"No_Pool","No_Fence","None",0,10,2009,"WD ","Normal",175000,-93.669839,42.033376
"293","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,8816,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","OneFam","One_Story","Average","Above_Average",1963,1963,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","PConc","Typical","Typical","No","Rec",6,"Unf",0,470,1121,"GasA","Typical","Y","SBrkr",1121,0,0,1121,1,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",2,480,"Typical","Typical","Paved",0,80,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2009,"WD ","Normal",139000,-93.675401,42.033633
"294","Two_Story_1946_and_Newer","Residential_Low_Density",70,11184,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","Two_Story","Above_Average","Average",1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",92,"Typical","Typical","CBlock","Typical","Typical","No","LwQ",4,"Rec",500,192,918,"GasA","Good","Y","SBrkr",918,765,0,1683,0,0,2,1,3,1,"Typical",7,"Typ",1,"Typical","Attchd","RFn",2,440,"Typical","Typical","Paved",243,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"WD ","Normal",172500,-93.672288,42.032367
"295","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",75,11625,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Above_Average",1967,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace",172,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,525,1052,"GasA","Typical","Y","SBrkr",1052,0,0,1052,0,0,1,1,3,1,"Typical",6,"Typ",1,"Poor","Attchd","Fin",1,668,"Typical","Typical","Paved",0,215,0,0,0,0,"No_Pool","No_Fence","None",0,4,2009,"WD ","Abnorml",113500,-93.673382,42.032388
"296","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",65,7800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Good",1967,2004,"Hip","CompShg","HdBoard","HdBoard","BrkFace",89,"Typical","Typical","PConc","Typical","Typical","No","ALQ",1,"Unf",0,414,864,"GasA","Excellent","Y","SBrkr",899,0,0,899,0,0,1,0,3,1,"Good",5,"Typ",0,"No_Fireplace","Attchd","Fin",1,288,"Typical","Typical","Paved",64,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2009,"WD ","Normal",130000,-93.677991,42.029863
"297","Split_Foyer","Residential_Low_Density",0,7252,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","OneFam","SFoyer","Average","Average",1982,1982,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Good","Typical","Av","GLQ",3,"Unf",0,173,858,"GasA","Typical","Y","SBrkr",858,0,0,858,1,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",2,576,"Typical","Typical","Paved",120,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2009,"WD ","Normal",134900,-93.671849,42.030628
"298","Split_or_Multilevel","Residential_Low_Density",0,15584,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Clear_Creek","Norm","Norm","OneFam","SLvl","Average","Average",1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",366,"Typical","Typical","CBlock","Typical","Typical","Mn","Unf",7,"Unf",0,825,825,"GasA","Excellent","Y","SBrkr",2071,0,0,2071,0,1,1,1,4,1,"Typical",9,"Typ",1,"Typical","Attchd","Unf",1,336,"Typical","Typical","Paved",131,28,0,0,0,0,"No_Pool","No_Fence","None",0,10,2009,"WD ","Normal",165000,-93.662126,42.032652
"299","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,9000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Poor","Poor",1947,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","Slab","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Fair","N","SBrkr",660,0,0,660,0,0,1,0,2,1,"Fair",5,"Min2",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Dirt_Gravel",0,0,100,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",63900,-93.659279,42.032564
"300","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",0,11250,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Clear_Creek","Norm","Norm","OneFam","One_and_Half_Fin","Below_Average","Average",1957,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","CBlock","Typical","Typical","Av","Unf",7,"Unf",0,1104,1104,"GasA","Excellent","Y","FuseA",1104,684,0,1788,1,0,1,0,5,1,"Typical",8,"Min2",2,"Typical","Attchd","Unf",1,304,"Typical","Typical","Paved",120,0,0,0,0,0,"No_Pool","No_Fence","None",0,11,2009,"WD ","Normal",161500,-93.660877,42.032503
"301","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,17140,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","OneFam","One_Story","Below_Average","Above_Average",1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,75,1134,"GasA","Excellent","Y","FuseA",1229,0,0,1229,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","RFn",1,284,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2009,"WD ","Normal",135000,-93.671177,42.023229
"302","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,15635,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","OneFam","One_Story","Below_Average","Average",1954,1954,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Typical","Y","SBrkr",1383,0,0,1383,0,0,1,0,2,1,"Typical",6,"Mod",0,"No_Fireplace","Attchd","Unf",2,498,"Fair","Typical","Paved",0,0,90,0,110,0,"No_Pool","No_Fence","None",0,10,2009,"WD ","Normal",122000,-93.665994,42.027506
"303","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",68,9571,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","OneFam","One_Story","Average","Fair",1958,1958,"Gable","CompShg","BrkComm","Brk Cmn","None",0,"Typical","Fair","CBlock","Typical","Fair","No","Unf",7,"Unf",0,1276,1276,"GasA","Typical","Y","FuseA",1276,0,0,1276,0,0,1,0,3,1,"Typical",5,"Mod",0,"No_Fireplace","Attchd","Unf",1,350,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"COD","Abnorml",60000,-93.667209,42.023916
"304","One_Story_1945_and_Older","Residential_Low_Density",50,9340,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","OneFam","One_Story","Below_Average","Above_Average",1941,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,328,672,"GasA","Typical","Y","SBrkr",672,0,0,672,1,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","Attchd","Unf",1,234,"Typical","Typical","Dirt_Gravel",0,113,0,0,0,0,"No_Pool","No_Fence","None",0,8,2009,"WD ","Normal",113000,-93.66527,42.025996
"305","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,11500,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","OneFam","One_Story","Below_Average","Fair",1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Good","Slab","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Excellent","N","SBrkr",845,0,0,845,0,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",1,290,"Typical","Typical","Dirt_Gravel",186,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2009,"WD ","Normal",84000,-93.663366,42.024993
"306","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",60,9060,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Average",1939,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"Typical","Typical","BrkTil","Typical","Typical","Mn","Rec",6,"Unf",0,356,560,"GasA","Typical","Y","SBrkr",698,560,0,1258,0,0,1,0,2,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd","Unf",1,280,"Typical","Typical","Partial_Pavement",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,10,2009,"WD ","Normal",105000,-93.661005,42.023548
"307","Two_Story_1945_and_Older","Residential_Low_Density",60,9084,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","OneFam","Two_Story","Below_Average","Average",1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","Mn","Unf",7,"Unf",0,755,755,"GasA","Typical","Y","SBrkr",755,755,0,1510,1,0,1,0,4,1,"Typical",7,"Typ",1,"Good","Detchd","Unf",1,296,"Fair","Poor","Partial_Pavement",120,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,10,2009,"WD ","Normal",108000,-93.659855,42.022754
"308","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",90,14684,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer_West","Norm","Norm","OneFam","One_Story","Good","Good",1990,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",234,"Good","Typical","CBlock","Good","Typical","Mn","ALQ",1,"BLQ",177,1496,2158,"GasA","Good","Y","SBrkr",2196,0,0,2196,0,0,2,0,3,1,"Good",7,"Typ",1,"Typical","Attchd","RFn",3,701,"Typical","Typical","Paved",84,70,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",271900,-93.68341,42.03254
"309","Two_Story_1946_and_Newer","Residential_Low_Density",75,9317,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","OneFam","Two_Story","Good","Average",1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",137,"Good","Typical","PConc","Good","Typical","No","ALQ",1,"Unf",0,227,740,"GasA","Excellent","Y","SBrkr",1006,769,0,1775,1,0,2,1,3,1,"Good",7,"Typ",1,"Typical","Attchd","Unf",2,425,"Typical","Typical","Paved",234,72,192,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"WD ","Normal",213000,-93.681063,42.030625
"310","Two_Story_1946_and_Newer","Residential_Low_Density",80,9828,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","OneFam","Two_Story","Very_Good","Average",1995,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,544,1128,"GasA","Excellent","Y","SBrkr",1142,878,0,2020,0,0,2,1,3,1,"Good",8,"Typ",1,"Typical","Attchd","RFn",2,466,"Typical","Typical","Paved",0,155,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",239500,-93.682176,42.030678
"311","Two_Story_1945_and_Older","Residential_Low_Density",120,26400,"Pave","No_Alley_Access","Regular","Bnk","AllPub","FR2","Gtl","Sawyer_West","Feedr","Norm","OneFam","Two_Story","Average","Good",1880,2007,"Gable","CompShg","HdBoard","HdBoard","None",0,"Good","Typical","PConc","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Excellent","Y","SBrkr",1288,728,0,2016,0,0,1,0,4,1,"Typical",7,"Mod",1,"Typical","Attchd","Unf",2,576,"Typical","Typical","Partial_Pavement",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",131000,-93.679789,42.03252
"312","Duplex_All_Styles_and_Ages","Residential_Low_Density",64,7018,"Pave","No_Alley_Access","Regular","Bnk","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","Duplex","One_Story","Average","Average",1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Fair","Slab","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Typical","Y","SBrkr",1535,0,0,1535,0,0,2,0,4,2,"Typical",8,"Typ",0,"No_Fireplace","Attchd","Unf",2,410,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Alloca",118964,-93.679784,42.031622
"313","Duplex_All_Styles_and_Ages","Residential_Low_Density",64,7018,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Feedr","Norm","Duplex","Two_Story","Average","Average",1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Typical","Slab","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Typical","Y","SBrkr",1120,1120,0,2240,0,0,2,0,6,2,"Typical",12,"Typ",0,"No_Fireplace","Detchd","Unf",2,528,"Typical","Typical","Paved",154,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Alloca",142953,-93.6790969,42.0314606
"314","Duplex_All_Styles_and_Ages","Residential_Low_Density",64,7007,"Pave","No_Alley_Access","Regular","Bnk","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","Duplex","One_Story","Average","Average",1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","Slab","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Typical","Y","SBrkr",1513,0,0,1513,0,0,2,0,4,2,"Typical",8,"Typ",0,"No_Fireplace","Attchd","Unf",2,400,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Alloca",113722,-93.679781,42.03057
"315","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",84,10933,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Excellent","Average",2009,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",242,"Excellent","Typical","PConc","Excellent","Typical","Gd","GLQ",3,"Unf",0,534,1555,"GasA","Excellent","Y","SBrkr",1680,0,0,1680,1,0,1,1,1,1,"Excellent",8,"Typ",1,"Good","Attchd","Fin",3,1138,"Typical","Typical","Paved",185,24,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"New","Partial",323262,-93.687067,42.026626
"316","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",71,9178,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Very_Good","Average",2008,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","Av","Unf",7,"Unf",0,1468,1468,"GasA","Excellent","Y","SBrkr",1468,0,0,1468,0,0,2,0,3,1,"Good",6,"Typ",1,"Good","Attchd","RFn",3,904,"Typical","Typical","Paved",192,142,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",239900,-93.690266,42.025707
"317","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",64,6762,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Good","Average",2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,380,1282,"GasA","Excellent","Y","SBrkr",1290,0,0,1290,1,0,2,0,2,1,"Good",6,"Typ",1,"Good","Attchd","RFn",2,662,"Typical","Typical","Paved",168,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2009,"WD ","Normal",200000,-93.691433,42.024613
"318","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",95,10324,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","College_Creek","Norm","Norm","OneFam","One_Story","Very_Good","Average",2008,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",140,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,382,1254,"GasA","Excellent","Y","SBrkr",1254,0,0,1254,1,0,2,0,2,1,"Good",5,"Typ",0,"No_Fireplace","Attchd","RFn",3,810,"Typical","Typical","Paved",168,92,0,0,0,0,"No_Pool","No_Fence","None",0,3,2009,"WD ","Normal",221800,-93.69157,42.024765
"319","Two_Story_1946_and_Newer","Residential_Low_Density",0,16698,"Pave","No_Alley_Access","Slightly_Irregular","HLS","AllPub","CulDSac","Mod","Clear_Creek","Norm","Norm","OneFam","Two_Story","Good","Average",1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,649,1449,"GasA","Good","Y","SBrkr",944,815,0,1759,1,0,2,1,3,1,"Good",7,"Typ",1,"Typical","Attchd","Unf",2,525,"Typical","Typical","Paved",150,193,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",233500,-93.679297,42.02792
